id,abbr,name,publisher,url,class,type,category
430,SCA,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,ACM,http://dblp.uni-trier.de/db/conf/sca/index.html,B,Conference,7
431,DCC,Data Compression Conference,IEEE,http://dblp.uni-trier.de/db/conf/dcc/,B,Conference,7
432,Eurographics,Annual Conference of the European Association for Computer Graphics,Wiley/ Blackwell,http://dblp.uni-trier.de/db/conf/eurographics/,B,Conference,7
433,EuroVis,Eurographics Conference on Visualization,ACM,http://dblp.uni-trier.de/db/conf/vissym/,B,Conference,7
434,SGP,Eurographics Symposium on Geometry Processing,Wiley/Blackwell,http://dblp.uni-trier.de/db/conf/sgp/,B,Conference,7
435,EGSR,Eurographics Symposium on Rendering,Wiley/Blackwell,http://dblp.uni-trier.de/db/conf/rt/,B,Conference,7
436,ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing",IEEE,http://dblp.uni-trier.de/db/conf/icassp/,B,Conference,7
437,ICME,IEEE International Conference on Multimedia & Expo,IEEE,http://dblp.uni-trier.de/db/conf/icmcs/,B,Conference,7
438,ISMAR,International Symposium on Mixed and Augmented Reality,IEEE/ACM,http://dblp.uni-trier.de/db/conf/ismar/,B,Conference,7
439,PG,Pacific Conference on Computer Graphics and Applications,Wiley/Blackwell,http://dblp.uni-trier.de/db/conf/pg/index.html,B,Conference,7
440,SPM,Symposium on Solid and Physical Modeling,SMA/Elsevier,http://dblp.uni-trier.de/db/conf/sma/,B,Conference,7
441,VRST,ACM Symposium on Virtual Reality Software and Technology,ACM,http://dblp2.uni-trier.de/db/conf/vrst/,C,Conference,7
442,CASA,International Conference on Computer Animation and Social Agents,Wiley,http://dblp.uni-trier.de/db/conf/ca/,C,Conference,7
443,CGI,Computer Graphics International,Springer,http://dblp.uni-trier.de/db/conf/cgi/,C,Conference,7
444,INTERSPEECH,Conference of the International Speech Communication Association,,http://dblp.uni-trier.de/db/conf/interspeech/index.html,C,Conference,7
445,GMP,Geometric Modeling and Processing,Elsevier,http://dblp.uni-trier.de/db/conf/gmp/,C,Conference,7
446,PacificVis,IEEE Pacific Visualization Symposium,IEEE,http://dblp.uni-trier.de/db/conf/apvis/,C,Conference,7
447,3DV,International Conference on 3D Vision,IEEE,https://dblp.uni-trier.de/db/conf/3dim/,C,Conference,7
448,CAD/Graphics,International Conference on Computer-Aided Design and Computer Graphics,IEEE,https://dblp.uni-trier.de/db/conf/cadgraphics/,C,Conference,7
449,ICIP,International Conference on Image Processing,IEEE,http://dblp.uni-trier.de/db/conf/icip/,C,Conference,7
450,MMM,International Conference on Multimedia Modeling,Springer,http://dblp.uni-trier.de/db/conf/mmm/index.html,C,Conference,7
451,MMAsia,ACM Multimedia Asia,ACM,https://dblp.uni-trier.de/db/conf/mmasia/index.html,C,Conference,7
452,SMI,Shape Modeling International,IEEE,http://dblp.uni-trier.de/db/conf/smi/,C,Conference,7
453,ICVRV,International Conference on Virtual Reality and Visualization,IEEE,https://www.computer.org/csdl/proceedings/1800579,C,Conference,7
454,CVM,Computational Visual Media,Tsinghua University,https://dblp.org/db/conf/cvm/index.html,C,Conference,7
455,PRCV,Chinese Conference on Pattern Recognition and Computer Vision,Springer,https://dblp.org/db/conf/prcv/index.html,C,Conference,7
456,AI,Artificial Intelligence,Elsevier,http://dblp.uni-trier.de/db/journals/ai/,A,Journal,8
457,TPAMI,IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE,http://dblp.uni-trier.de/db/journals/pami/,A,Journal,8
458,IJCV,International Journal of Computer Vision,Springer,http://dblp.uni-trier.de/db/journals/ijcv/,A,Journal,8
459,JMLR,Journal of Machine Learning Research,MIT Press,http://dblp.uni-trier.de/db/journals/jmlr/,A,Journal,8
460,TAP,ACM Transactions on Applied Perception,ACM,http://dblp.uni-trier.de/db/journals/tap/,B,Journal,8
461,AAMAS,Autonomous Agents and Multi-Agent Systems,Springer,http://dblp.uni-trier.de/db/journals/aamas/,B,Journal,8
462,,Computational Linguistics,MIT Press,http://dblp.uni-trier.de/db/journals/coling/,B,Journal,8
463,CVIU,Computer Vision and Image Understanding,Elsevier,http://dblp.uni-trier.de/db/journals/cviu/,B,Journal,8
464,DKE,Data & Knowledge Engineering,Elsevier,http://dblp.uni-trier.de/db/journals/dke/index.html,B,Journal,8
465,,Evolutionary Computation,MIT Press,http://dblp.uni-trier.de/db/journals/ec/,B,Journal,8
466,TAC,IEEE Transactions on Affective Computing,IEEE,http://dblp.uni-trier.de/db/journals/taffco/,B,Journal,8
467,TASLP,"IEEE/ACM Transactions on Audio, Speech and Language Processing",IEEE,http://dblp.uni-trier.de/db/journals/taslp/,B,Journal,8
468,,IEEE Transactions on Cybernetics,IEEE,http://dblp.uni-trier.de/db/journals/tcyb/,B,Journal,8
469,TEC,IEEE Transactions on Evolutionary Computation,IEEE,http://dblp.uni-trier.de/db/journals/tec/,B,Journal,8
470,TFS,IEEE Transactions on Fuzzy Systems,IEEE,http://dblp.uni-trier.de/db/journals/tfs/,B,Journal,8
471,TNNLS,IEEE Transactions on Neural Networks and learning systems,IEEE,http://dblp.uni-trier.de/db/journals/tnn/,B,Journal,8
472,IJAR,International Journal of Approximate Reasoning,Elsevier,http://dblp.uni-trier.de/db/journals/ijar/,B,Journal,8
473,JAIR,Journal of Artificial Intelligence Research,AAAI,http://dblp.uni-trier.de/db/journals/jair/index.html,B,Journal,8
474,,Journal of Automated Reasoning,Springer,http://dblp.uni-trier.de/db/journals/jar/,B,Journal,8
475,JSLHR,"Journal of Speech, Language, and Hearing Research",American Speech-Language Hearing Association,http://jslhr.pubs.asha.org/,B,Journal,8
476,,Machine Learning,Springer,http://dblp.uni-trier.de/db/journals/ml/,B,Journal,8
477,,Neural Computation,MIT Press,http://dblp.uni-trier.de/db/journals/neco/,B,Journal,8
478,,Neural Networks,Elsevier,http://dblp.uni-trier.de/db/journals/nn/,B,Journal,8
479,PR,Pattern Recognition,Elsevier,http://dblp.uni-trier.de/db/conf/par/,B,Journal,8
480,TACL,Transactions of the Association for Computational Linguistics,The Association for Computational Linguistics,https://dblp.org/db/journals/tacl/index.html,B,Journal,8
481,TALLIP,ACM Transactions on Asian and Low-Resource Language Information Processing,ACM,http://dblp.uni-trier.de/db/journals/talip/,C,Journal,8
482,,Applied Intelligence,Springer,http://dblp.uni-trier.de/db/journals/apin/,C,Journal,8
483,AIM,Artificial Intelligence in Medicine,Elsevier,http://dblp.uni-trier.de/db/journals/artmed/,C,Journal,8
484,,Artificial Life,MIT Press,http://dblp.uni-trier.de/db/journals/alife/,C,Journal,8
485,,Computational Intelligence,Wiley,http://dblp.uni-trier.de/db/journals/ci/,C,Journal,8
486,,Computer Speech & Language,Elsevier,http://dblp.uni-trier.de/db/journals/csl/,C,Journal,8
487,,Connection Science,Taylor & Francis,http://dblp.uni-trier.de/db/journals/connection/,C,Journal,8
488,DSS,Decision Support Systems,Elsevier,http://dblp.uni-trier.de/db/journals/dss/,C,Journal,8
489,EAAI,Engineering Applications of Artificial Intelligence,Elsevier,http://dblp.uni-trier.de/db/journals/eaai/,C,Journal,8
490,,Expert Systems,Blackwell /Wiley,http://dblp.uni-trier.de/db/journals/es/,C,Journal,8
491,ESWA,Expert Systems with Applications,Elsevier,http://dblp.uni-trier.de/db/journals/eswa/,C,Journal,8
492,,Fuzzy Sets and Systems,Elsevier,http://dblp.uni-trier.de/db/journals/fss/,C,Journal,8
493,TG,IEEE Transactions on Games,IEEE,http://dblp.uni-trier.de/db/journals/tciaig/,C,Journal,8
494,IET-CVI,IET Computer Vision,IET,http://digital-library.theiet.org/content/journals/iet-cvi,C,Journal,8
495,,IET Signal Processing,IET,http://digital-library.theiet.org/content/journals/iet-spr,C,Journal,8
496,IVC,Image and Vision Computing,Elsevier,http://dblp.uni-trier.de/db/journals/ivc/,C,Journal,8
497,IDA,Intelligent Data Analysis,Elsevier,http://dblp.uni-trier.de/db/journals/ida/,C,Journal,8
498,IJCIA,International Journal of Computational Intelligence and Applications,World Scientific,http://dblp.uni-trier.de/db/journals/ijcia/,C,Journal,8
499,IJIS,International Journal of Intelligent Systems,Wiley,http://dblp.uni-trier.de/db/journals/ijis/,C,Journal,8
500,IJNS,International Journal of Neural Systems,World Scientific,http://dblp.uni-trier.de/db/journals/ijns/,C,Journal,8
501,IJPRAI,International Journal of Pattern Recognition and Artificial Intelligence,World Scientific,http://dblp.uni-trier.de/db/journals/ijprai/,C,Journal,8
502,IJUFKS,"International Journal of Uncertainty, Fuzziness and Knowledge-Based System",World Scientific,https://dblp.uni-trier.de/db/journals/ijufks/,C,Journal,8
503,IJDAR,International Journal on Document Analysis and Recognition,Springer,http://dblp.uni-trier.de/db/journals/ijdar/,C,Journal,8
504,JETAI,Journal of Experimental and Theoretical Artificial Intelligence,Taylor & Francis,http://dblp.uni-trier.de/db/journals/jetai/,C,Journal,8
505,KBS,Knowledge-Based Systems,Elsevier,http://dblp.uni-trier.de/db/journals/kbs/,C,Journal,8
506,,Machine Translation,Springer,http://dblp.uni-trier.de/db/journals/mt/,C,Journal,8
507,,Machine Vision and Applications,Springer,http://dblp.uni-trier.de/db/journals/mva/,C,Journal,8
508,,Natural Computing,Springer,http://dblp.uni-trier.de/db/journals/nc/,C,Journal,8
509,NLE,Natural Language Engineering,Cambridge University Press,http://dblp.uni-trier.de/db/journals/nle/,C,Journal,8
510,NCA,Neural Computing and Applications,Springer,http://dblp.uni-trier.de/db/journals/nca/,C,Journal,8
511,NPL,Neural Processing Letters,Springer,http://dblp.uni-trier.de/db/journals/npl/,C,Journal,8
512,,Neurocomputing,Elsevier,http://dblp.uni-trier.de/db/journals/ijon/,C,Journal,8
513,PAA,Pattern Analysis and Applications,Springer,http://dblp.uni-trier.de/db/journals/paa/,C,Journal,8
514,PRL,Pattern Recognition Letters,Elsevier,http://dblp.uni-trier.de/db/journals/prl/,C,Journal,8
515,,Soft Computing,Springer,http://dblp.uni-trier.de/db/journals/soco/,C,Journal,8
516,WI,Web Intelligence,IOS Press,http://dblp.uni-trier.de/db/journals/wias/,C,Journal,8
517,TIIS,ACM Transactions on Interactive Intelligent Systems,ACM,https://dblp.org/db/journals/tiis/index.html,C,Journal,8
518,AAAI,AAAI Conference on Artificial Intelligence,AAAI,http://dblp.uni-trier.de/db/conf/aaai/,A,Conference,8
519,NeurIPS,Conference on Neural Information Processing Systems,MIT Press,http://dblp.uni-trier.de/db/conf/nips/,A,Conference,8
520,ACL,Annual Meeting of the Association for Computational Linguistics,ACL,http://dblp.uni-trier.de/db/conf/acl/,A,Conference,8
521,CVPR,IEEE/CVF Computer Vision and Pattern Recognition Conference,IEEE,http://dblp.uni-trier.de/db/conf/cvpr/,A,Conference,8
522,ICCV,International Conference on Computer Vision,IEEE,http://dblp.uni-trier.de/db/conf/iccv/,A,Conference,8
523,ICML,International Conference on Machine Learning,ACM,http://dblp.uni-trier.de/db/conf/icml/,A,Conference,8
524,IJCAI,International Joint Conference on Artificial Intelligence,Morgan Kaufmann,http://dblp.uni-trier.de/db/conf/ijcai/,A,Conference,8
525,COLT,Annual Conference on Computational Learning Theory,Springer,http://dblp.uni-trier.de/db/conf/colt/,B,Conference,8
526,EMNLP,Conference on Empirical Methods in Natural Language Processing,ACL,http://dblp.uni-trier.de/db/conf/emnlp/,B,Conference,8
527,ECAI,European Conference on Artificial Intelligence,IOS Press,http://dblp.uni-trier.de/db/conf/ecai/,B,Conference,8
528,ECCV,European Conference on Computer Vision,Springer,http://dblp.uni-trier.de/db/conf/eccv/,B,Conference,8
529,ICRA,IEEE International Conference on Robotics and Automation,IEEE,http://dblp.uni-trier.de/db/conf/icra/,B,Conference,8
530,ICAPS,International Conference on Automated Planning and Scheduling,AAAI,http://dblp.uni-trier.de/db/conf/aips/,B,Conference,8
531,ICCBR,International Conference on Case-Based Reasoning,Springer,http://dblp.uni-trier.de/db/conf/iccbr/,B,Conference,8
532,COLING,International Conference on Computational Linguistics,International Committee on Computational Linguistics,http://dblp.uni-trier.de/db/conf/coling/,B,Conference,8
533,KR,International Conference on Principles of Knowledge Representation and Reasoning,Morgan Kaufmann,http://dblp.uni-trier.de/db/conf/kr/,B,Conference,8
534,UAI,International Conference on Uncertainty in Artificial Intelligence,AUAI,http://dblp.uni-trier.de/db/conf/uai/,B,Conference,8
535,AAMAS,International Joint Conference on Autonomous Agents and Multi-agent Systems,Springer,http://dblp.uni-trier.de/db/conf/atal/index.html,B,Conference,8
536,PPSN,Parallel Problem Solving from Nature,Springer,http://dblp.uni-trier.de/db/conf/ppsn/,B,Conference,8
537,NAACL,North American Chapter of the Association for Computational Linguistics,Association for Computational Linguistics,http://dblp.uni-trier.de/db/conf/naacl/,B,Conference,8
538,AISTATS,International Conference on Artificial Intelligence and Statistics,JMLR,http://dblp.uni-trier.de/db/conf/aistats/,C,Conference,8
539,ACCV,Asian Conference on Computer Vision,Springer,http://dblp.uni-trier.de/db/conf/accv/,C,Conference,8
540,ACML,Asian Conference on Machine Learning,JMLR,http://dblp.uni-trier.de/db/conf/acml/,C,Conference,8
541,BMVC,British Machine Vision Conference,British Machine Vision Association,http://dblp.uni-trier.de/db/conf/bmvc/,C,Conference,8
542,NLPCC,CCF International Conference on Natural Language Processing and Chinese Computing,Springer,https://dblp.uni-trier.de/db/conf/nlpcc/,C,Conference,8
543,CoNLL,Conference on Computational Natural Language Learning,Association for Computational Linguistics,http://dblp.uni-trier.de/db/conf/conll,C,Conference,8
544,GECCO,Genetic and Evolutionary Computation Conference,ACM,http://dblp.uni-trier.de/db/conf/gecco/,C,Conference,8
545,ICTAI,IEEE International Conference on Tools with Artificial Intelligence,IEEE,http://dblp.uni-trier.de/db/conf/ictai/,C,Conference,8
546,IROS,IEEE\RSJ International Conference on Intelligent Robots and Systems,IEEE,http://dblp.uni-trier.de/db/conf/iros/,C,Conference,8
547,ALT,International Conference on Algorithmic Learning Theory,Springer,http://dblp.uni-trier.de/db/conf/alt/,C,Conference,8
548,ICANN,International Conference on Artificial Neural Networks,Springer,http://dblp.uni-trier.de/db/conf/icann/,C,Conference,8
549,FG,IEEE International Conference on Automatic Face and Gesture Recognition,IEEE,http://dblp.uni-trier.de/db/conf/fgr/,C,Conference,8
550,ICDAR,International Conference on Document Analysis and Recognition,IEEE,http://dblp.uni-trier.de/db/conf/icdar/,C,Conference,8
551,ILP,International Conference on Inductive Logic Programming,Springer,http://dblp.uni-trier.de/db/conf/ilp/,C,Conference,8
552,KSEM,"International conference on Knowledge Science, Engineering and Management",Springer,http://dblp.uni-trier.de/db/conf/ksem/,C,Conference,8
553,ICONIP,International Conference on Neural Information Processing,Springer,http://dblp.uni-trier.de/db/conf/iconip/,C,Conference,8
554,ICPR,International Conference on Pattern Recognition,IEEE,http://dblp.uni-trier.de/db/conf/icpr/,C,Conference,8
555,IJCB,International Joint Conference on Biometrics,IEEE,http://dblp.uni-trier.de/db/conf/icb/,C,Conference,8
556,IJCNN,International Joint Conference on Neural Networks,IEEE,http://dblp.uni-trier.de/db/conf/ijcnn/,C,Conference,8
557,PRICAI,Pacific Rim International Conference on Artificial Intelligence,Springer,http://dblp.uni-trier.de/db/conf/pricai/,C,Conference,8
558,TOCHI,ACM Transactions on Computer-Human Interaction,ACM,http://dblp.uni-trier.de/db/journals/tochi/,A,Journal,9
559,IJHCS,International Journal of Human-Computer Studies,Elsevier,http://dblp.uni-trier.de/db/journals/ijmms/,A,Journal,9
560,CSCW,Computer Supported Cooperative Work,Springer,http://dblp.uni-trier.de/db/journals/cscw/,B,Journal,9
561,HCI,Human-Computer Interaction,Taylor &Francis,http://dblp.uni-trier.de/db/journals/hhci/,B,Journal,9
562,,IEEE Transactions on Human-Machine Systems,IEEE,http://dblp.uni-trier.de/db/journals/thms/,B,Journal,9
563,IWC,Interacting with Computers,Oxford University Press,http://dblp.uni-trier.de/db/journals/iwc/,B,Journal,9
564,IJHCI,International Journal of Human-Computer Interaction,Taylor &Francis,http://dblp.uni-trier.de/db/journals/ijhci/,B,Journal,9
565,UMUAI,User Modeling and User-Adapted Interaction,Springer,http://dblp.uni-trier.de/db/journals/umuai/,B,Journal,9
566,TSMC,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",IEEE,https://dblp.org/db/journals/tsmc/tsmc12.html,B,Journal,9
567,BIT,Behaviour & Information Technology,Taylor & Francis,http://dblp.uni-trier.de/db/journals/behaviourIT/,C,Journal,9
568,PUC,Personal and Ubiquitous Computing,Springer,http://dblp.uni-trier.de/db/journals/puc/,C,Journal,9
569,PMC,Pervasive and Mobile Computing,Elsevier,http://dblp.uni-trier.de/db/journals/percom/,C,Journal,9
570,PACMHCI,Proceedings of the ACM on Human-Computer Interaction,ACM,https://dblp.org/db/journals/pacmhci/index.html,C,Journal,9
571,CSCW,ACM Conference On Computer Supported Cooperative Work And Social Computing,ACM,http://dblp.uni-trier.de/db/conf/cscw,A,Conference,9
572,CHI,ACM Conference on Human Factors in Computing Systems,ACM,http://dblp.uni-trier.de/db/conf/chi,A,Conference,9
573,UbiComp,ACM international joint conference on Pervasive and Ubiquitous Computing,ACM,http://dblp.uni-trier.de/db/conf/huc/,A,Conference,9
574,UIST,ACM Symposium on User Interface Software and Technology,ACM,http://dblp.uni-trier.de/db/conf/uist/,A,Conference,9
575,GROUP,ACM International Conference on Supporting Group Work,ACM,http://dblp.uni-trier.de/db/conf/group/,B,Conference,9
576,IUI,ACM International Conference on Intelligent User Interfaces,ACM,http://dblp.uni-trier.de/db/conf/iui/,B,Conference,9
577,ITS,ACM International Conference on Interactive Tabletops and Surfaces,ACM,http://dblp.uni-trier.de/db/conf/tabletop/,B,Conference,9
578,ECSCW,European Conference on Computer Supported Cooperative Work,Springer,http://dblp.uni-trier.de/db/conf/ecscw/,B,Conference,9
579,PERCOM,IEEE International Conference on Pervasive Computing and Communications,IEEE,http://dblp.uni-trier.de/db/conf/percom/,B,Conference,9
580,MobileHCI,ACM International Conference on Mobile Human-Computer Interaction,ACM,http://dblp.uni-trier.de/db/conf/mhci/,B,Conference,9
581,ICWSM,The International AAAI Conference on Web and Social Media,AAAI,https://dblp.org/db/conf/icwsm/index.html,B,Conference,9
582,DIS,ACM SIGCHI Conference on Designing Interactive Systems,ACM,http://dblp.uni-trier.de/db/conf/ACMdis/,C,Conference,9
583,ICMI,ACM International Conference on Multimodal Interaction,ACM,http://dblp.uni-trier.de/db/conf/icmi/,C,Conference,9
584,ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,ACM,http://dblp.uni-trier.de/db/conf/assets,C,Conference,9
585,GI,Graphics Interface,ACM,http://dblp.uni-trier.de/db/conf/graphicsinterface/,C,Conference,9
586,UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,IEEE,http://dblp.uni-trier.de/db/conf/uic/,C,Conference,9
587,,IEEE World Haptics Conference,IEEE,http://dblp.uni-trier.de/db/conf/haptics/,C,Conference,9
588,INTERACT,International Conference on Human-Computer Interaction of International Federation for Information Processing,IFIP,http://dblp.uni-trier.de/db/conf/interact/,C,Conference,9
589,IDC,ACM Interaction Design and Children,ACM,http://dblp.uni-trier.de/db/conf/acmidc/,C,Conference,9
590,CollaborateCom,"International Conference on Collaborative Computing: Networking, Applications and Worksharing",Springer,http://collaboratecom.org,C,Conference,9
591,CSCWD,International Conference on Computer Supported Cooperative Work in Design,Springer,http://dblp.uni-trier.de/db/conf/cscwd/,C,Conference,9
592,CoopIS,International Conference on Cooperative Information Systems,Springer,http://dblp.uni-trier.de/db/conf/coopis/,C,Conference,9
593,MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",Springer,http://dblp.uni-trier.de/db/conf/mobiquitous/,C,Conference,9
594,AVI,International Working Conference on Advanced Visual Interfaces,ACM,http://dblp.uni-trier.de/db/conf/avi/,C,Conference,9
595,JACM,Journal of the ACM,ACM,http://dblp.uni-trier.de/db/journals/jacm,A ,Journal,10
596,Proc. IEEE,Proceedings of the IEEE,IEEE,http://dblp.uni-trier.de/db/journals/pieee/,A ,Journal,10
597,SCIS,Science China Information Sciences,Science in China Press/Springer,http://dblp.uni-trier.de/db/journals/chinaf/,A,Journal,10
598,,Bioinformatics,Oxford University Press,http://dblp.uni-trier.de/db/journals/bioinformatics/,B,Journal,10
599,,Briefings in Bioinformatics,Oxford University Press,http://dblp.uni-trier.de/db/journals/bib/,B,Journal,10
600,Cognition,Cognition,Elsevier,http://www.journals.elsevier.com/cognition/,B,Journal,10
601,TASAE,IEEE Transactions on Automation Science and Engineering,IEEE,http://dblp.uni-trier.de/db/journals/tase/,B,Journal,10
602,TGARS,IEEE Transactions on Geoscience and Remote Sensing,IEEE,http://dblp.uni-trier.de/db/journals/tgrs/,B,Journal,10
603,TITS,IEEE Transactions on Intelligent Transportation Systems,IEEE,http://dblp.uni-trier.de/db/journals/tits/,B,Journal,10
604,TMI,IEEE Transactions on Medical Imaging,IEEE,http://dblp.uni-trier.de/db/journals/tmi/,B,Journal,10
605,TR,IEEE Transactions on Robotics,IEEE,http://dblp.uni-trier.de/db/journals/trob/,B,Journal,10
606,TCBB,IEEE/ACM Transactions on Computational Biology and Bioinformatics,IEEE/ACM,http://dblp.uni-trier.de/db/journals/tcbb/,B,Journal,10
607,JCST,Journal of Computer Science and Technology,SCIENCE PRESS,http://dblp.uni-trier.de/db/journals/jcst/,B,Journal,10
608,JAMIA,Journal of the American Medical Informatics Association,BMJ Journals,http://dblp.uni-trier.de/db/journals/jamia/,B,Journal,10
609,,PLOS Computational Biology,Public Library of Science,http://dblp.uni-trier.de/db/journals/ploscb/,B,Journal,10
610,,The Computer Journal,Oxford University Press,http://dblp.uni-trier.de/db/journals/cj/,B,Journal,10
611,WWW,World Wide Web,Springer,http://dblp.uni-trier.de/db/journals/www/,B,Journal,10
612,FCS,Frontiers of Computer Science,Higher Education Press,http://dblp.uni-trier.de/db/journals/fcsc/,B,Journal,10
613,,BMC Bioinformatics,BioMed Central,http://dblp.uni-trier.de/db/journals/bmcbi/,C,Journal,10
614,,Cybernetics and Systems,Taylor & Francis,http://dblp.uni-trier.de/db/journals/cas/,C,Journal,10
615,,IEEE Geoscience and Remote Sensing Letters,IEEE,http://dblp.uni-trier.de/db/journals/lgrs/,C,Journal,10
616,JBHI,IEEE Journal of Biomedical and Health Informatics,IEEE,http://dblp.uni-trier.de/db/journals/titb/,C,Journal,10
617,TBD,IEEE Transactions on Big Data,IEEE,https://dblp.uni-trier.de/db/journals/tbd/,C,Journal,10
618,,IET Intelligent Transport Systems,IET,http://digital-library.theiet.org/content/journals/iet-its,C,Journal,10
619,JBI,Journal of Biomedical Informatics,Elsevier,https://dblp.uni-trier.de/db/journals/jbi/,C,Journal,10
620,,Medical Image Analysis,Elsevier,http://dblp.uni-trier.de/db/journals/mia/,C,Journal,10
621,TII,IEEE Transactions on Industrial Informatics,IEEE,https://dblp.org/db/journals/tii/index.html,C,Journal,10
622,TCPS,ACM Transactions on CyberPhysical Systems,ACM,https://dblp.org/db/journals/tcps/index.html,C,Journal,10
623,TOCE,ACM Transactions on Computing Education,ACM,https://dblp.org/db/journals/jeric/index.html,C,Journal,10
624,FITEE,Frontiers of Information Technology & Electronic Engineering,Springer,https://dblp.org/db/journals/jzusc/index.html,C,Journal,10
625,TCSS,IEEE Transactions on Computational Social Systems,IEEE,https://dblp.org/db/journals/tcss/index.html,C,Journal,10
626,,IEEE Transactions on Reliability,IEEE,https://dblp.org/db/journals/tr/index.html,C,Journal,10
627,WWW,International World Wide Web Conference,ACM,http://dblp.uni-trier.de/db/conf/www/,A,Conference,10
628,RTSS,Real-Time Systems Symposium,IEEE,http://dblp.uni-trier.de/db/conf/rtss/,A,Conference,10
629,WINE,Conference on Web and Internet Economics,Springer,https://dblp.org/db/conf/wine/index.html,A,Conference,10
630,CogSci,Annual Meeting of the Cognitive Science Society,Psychology Press,http://cognitivesciencesociety.org/conference2013/index.html,B,Conference,10
631,BIBM,IEEE International Conference on Bioinformatics and Biomedicine,IEEE,http://dblp.uni-trier.de/db/conf/bibm/,B,Conference,10
632,EMSOFT,International Conference on Embedded Software,ACM/IEEE/IFIP,http://dblp.uni-trier.de/db/conf/emsoft/,B,Conference,10
633,ISMB,International conference on Intelligent Systems for Molecular Biology,Oxford Journals,http://www.iscb.org/about-ismb,B,Conference,10
634,RECOMB,Annual International Conference on Research in Computational Molecular Biology,Springer,http://dblp.uni-trier.de/db/conf/recomb/,B,Conference,10
635,MICCAI,International Conference on Medical Image Computing and Computer-Assisted Intervention,Springer,https://dblp.org/db/conf/miccai/index.html,B,Conference,10
636,AMIA,American Medical Informatics Association Annual Symposium,AMIA,http://dblp.uni-trier.de/db/conf/amia/,C,Conference,10
637,APBC,Asia Pacific Bioinformatics Conference,BioMed Central,http://dblp.uni-trier.de/db/conf/apbc/,C,Conference,10
638,IEEE BigData,IEEE International Conference on Big Data,IEEE,https://dblp.uni-trier.de/db/conf/bigdataconf/,C,Conference,10
639,IEEE CLOUD,IEEE International Conference on Cloud Computing,IEEE,http://dblp.uni-trier.de/db/conf/IEEEcloud/,C,Conference,10
640,SMC,"IEEE International Conference on Systems, Man, and Cybernetics",IEEE,https://dblp.uni-trier.de/db/conf/smc/,C,Conference,10
641,COSIT,International Conference on Spatial Information Theory,ACM,http://dblp.uni-trier.de/db/conf/cosit/,C,Conference,10
642,ISBRA,International Symposium on Bioinformatics Research and Applications,Springer,https://dblp.uni-trier.de/db/conf/isbra/,C,Conference,10
643,SAGT,International Symposium on Algorithmic Game Theory,Springer,https://dblp.org/db/conf/sagt/index.html,C,Conference,10
644,SIGSPATIAL,ACM Special Interest Group on Spatial Information,ACM,https://dblp.org/db/journals/sigspatial/index.html,C,Conference,10
645,ICIC,International Conference on Intelligent Computing,Springer-Nature,https://dblp.org/db/conf/icic/index.html,C,Conference,10
646,ICLR,International Conference on Learning Representations,OpenReview.net,https://dblp.uni-trier.de/db/conf/iclr/,A,Conference,8
647,WMT,Conference on Machine Translation,,https://dblp.uni-trier.de/db/conf/wmt/,,Conference,8
